code_statut_contrat,codeperiodicite,dateEffet,datefin,duree,idassure,id_souscripteur,police,prime,produitcode
1,12,null,null,null,101003139,null,101003139,707184,50
1,12,null,null,null,101003158,null,101003158,406784,50
1,12,null,null,null,101003169,null,101003169,531584,50
1,12,null,null,null,101003066,null,101003066,1037376,50
1,12,null,null,null,101003090,null,101003090,584464,50
1,12,null,null,null,101003266,null,101003266,1330744,50
1,12,null,null,null,101003256,null,101003256,397840,50
1,12,null,null,null,101003211,null,101003211,758352,50
1,12,null,null,null,101003295,null,101003295,0,50
1,12,null,null,null,101003331,null,101003331,0,50
1,12,null,null,null,101003238,null,101003238,432880,50
1,12,null,null,null,101003336,null,101003336,1171904,50
1,12,null,null,null,101003261,null,101003261,719424,50
1,12,null,null,null,101003218,null,101003218,610592,50
1,12,null,null,null,101003335,null,101003335,560624,50
1,12,null,null,null,101003260,null,101003260,918240,50
1,12,null,null,null,101003281,null,101003281,1066672,50
1,12,null,null,null,101003300,null,101003300,193548,50
1,12,null,null,null,101003257,null,101003257,4210304,50
1,12,null,null,null,101003297,null,101003297,1768416,50
1,12,null,null,null,101003298,null,101003298,0,50
1,12,null,null,null,101003342,null,101003342,350580,50
1,12,null,null,null,101003215,null,101003215,633536,50
1,12,null,null,null,101003296,null,101003296,949952,50
1,12,null,null,null,101003247,null,101003247,402448,50
1,12,null,null,null,101003244,null,101003244,565936,50
1,12,null,null,null,101003327,null,101003327,803536,50
1,12,null,null,null,101003443,null,101003443,623472,50
1,12,null,null,null,101003412,null,101003412,0,50
1,12,null,null,null,101003206,null,101003206,424512,50
1,12,null,null,null,101003253,null,101003253,539184,50
1,12,null,null,null,101003461,null,101003461,404928,50
1,12,null,null,null,101003272,null,101003272,0,50
1,12,null,null,null,101003348,null,101003348,1184192,50
1,12,null,null,null,101003290,null,101003290,766560,50
1,12,null,null,null,101003345,null,101003345,560464,50
1,12,null,null,null,101003318,null,101003318,447744,50
1,12,null,null,null,101003323,null,101003323,586752,50
1,12,null,null,null,101003344,null,101003344,478448,50
1,12,null,null,null,101003226,null,101003226,322264,50
1,12,null,null,null,101003328,null,101003328,728644,50
1,12,null,null,null,101003204,null,101003204,663712,50
1,12,null,null,null,101003273,null,101003273,0,50
1,12,null,null,null,101003242,null,101003242,419568,50
1,12,null,null,null,101003301,null,101003301,805120,50
1,12,null,null,null,101003305,null,101003305,387456,50
1,12,null,null,null,101003337,null,101003337,560624,50
1,12,null,null,null,101003255,null,101003255,691088,50
1,12,null,null,null,101003349,null,101003349,560304,50
1,12,null,null,null,101003222,null,101003222,0,50
1,12,null,null,null,101003316,null,101003316,960272,50
1,12,null,null,null,101003263,null,101003263,444464,50
1,12,null,null,null,101003324,null,101003324,560304,50
1,12,null,null,null,101003293,null,101003293,956576,50
1,12,null,null,null,101003276,null,101003276,1664000,50
1,12,null,null,null,101003227,null,101003227,407216,50
1,12,null,null,null,101003262,null,101003262,560624,50
1,12,null,null,null,101003199,null,101003199,457456,50
1,12,null,null,null,101003245,null,101003245,1472000,50
1,12,null,null,null,101003248,null,101003248,1188624,50
1,12,null,null,null,101003399,null,101003399,253376,50
1,12,null,null,null,101003213,null,101003213,404624,50
1,12,null,null,null,101003205,null,101003205,561232,50
1,12,null,null,null,101003377,null,101003377,499648,50
1,12,null,null,null,101003236,null,101003236,362592,50
1,12,null,null,null,101003299,null,101003299,717852,50
1,12,null,null,null,101003453,null,101003453,787456,50
1,12,null,null,null,101003326,null,101003326,560304,50
1,12,null,null,null,101003319,null,101003319,387456,50
1,12,null,null,null,101003235,null,101003235,629696,50
1,12,null,null,null,101003317,null,101003317,616336,50
1,12,null,null,null,101003445,null,101003445,499184,50
1,12,null,null,null,101003361,null,101003361,0,50
1,12,null,null,null,101003311,null,101003311,560768,50
1,12,null,null,null,101003376,null,101003376,387456,50
1,12,null,null,null,101003392,null,101003392,408896,50
1,12,null,null,null,101003470,null,101003470,261072,50
1,12,null,null,null,101003366,null,101003366,1171200,50
1,12,null,null,null,101003463,null,101003463,706832,50
1,12,null,null,null,101003367,null,101003367,404928,50
1,12,null,null,null,101003469,null,101003469,640416,50
1,12,null,null,null,101003315,null,101003315,719424,50
1,12,null,null,null,101003452,null,101003452,0,50
1,12,null,null,null,101002805,null,101002805,483132,50
1,12,null,null,null,101003118,null,101003118,0,50
1,12,null,null,null,101003157,null,101003157,558768,50
1,12,null,null,null,101003162,null,101003162,520320,50
1,12,null,null,null,101003196,null,101003196,601184,50
1,12,null,null,null,101003219,null,101003219,404928,50
1,12,null,null,null,101003189,null,101003189,359856,50
1,12,null,null,null,101003187,null,101003187,439232,50
1,12,null,null,null,101003051,null,101003051,1024000,50
1,12,null,null,null,101003460,null,101003460,719424,50
1,12,null,null,null,101003391,null,101003391,387456,50
1,12,null,null,null,101003414,null,101003414,634464,50
1,12,null,null,null,101003398,null,101003398,575472,50
1,12,null,null,null,101003439,null,101003439,498208,50
1,12,null,null,null,101003468,null,101003468,604480,50
