code_statut_contrat,codeperiodicite,dateEffet,datefin,duree,idassure,id_souscripteur,police,prime,produitcode
1,12,null,null,null,101000867,null,101000867,0,50
1,12,null,null,null,101002125,null,101002125,0,50
1,12,null,null,null,101002276,null,101002276,767940,50
1,12,null,null,null,101002251,null,101002251,2938404,50
1,12,null,null,null,101002799,null,101002799,1099146,50
1,12,null,null,null,101003023,null,101003023,707340,50
1,12,null,null,null,101002783,null,101002783,0,50
1,12,null,null,null,101002896,null,101002896,917040,50
1,12,null,null,null,101003185,null,101003185,663528,50
1,12,null,null,null,101003183,null,101003183,519576,50
1,12,null,null,null,101003135,null,101003135,822018,50
1,12,null,null,null,101003127,null,101003127,937488,50
1,12,null,null,null,101003090,null,101003090,895980,50
1,12,null,null,null,101003223,null,101003223,1009728,50
1,12,null,null,null,101003343,null,101003343,1035402,50
1,12,null,null,null,101003220,null,101003220,862734,50
1,12,null,null,null,101003204,null,101003204,1029612,50
1,12,null,null,null,101003222,null,101003222,0,50
1,12,null,null,null,101003202,null,101003202,0,50
1,12,null,null,null,101003255,null,101003255,1044408,50
1,12,null,null,null,101003266,null,101003266,2110728,50
1,12,null,null,null,101003348,null,101003348,1813254,50
1,12,null,null,null,101003312,null,101003312,1095318,50
1,12,null,null,null,101003370,null,101003370,853308,50
1,12,null,null,null,101003405,null,101003405,1092840,50
1,12,null,null,null,101003432,null,101003432,929886,50
1,12,null,null,null,101003470,null,101003470,396648,50
1,12,null,null,null,101003429,null,101003429,0,50
1,12,null,null,null,101003424,null,101003424,519072,50
1,12,null,null,null,101003404,null,101003404,0,50
1,12,null,null,null,101003454,null,101003454,618018,50
1,12,null,null,null,101003426,null,101003426,1079136,50
1,12,null,null,null,101003455,null,101003455,651696,50
1,12,null,null,null,101003448,null,101003448,1383712,50
1,12,null,null,null,101003391,null,101003391,591354,50
1,12,null,null,null,101003361,null,101003361,0,50
1,12,null,null,null,101003425,null,101003425,870600,50
1,12,null,null,null,101003435,null,101003435,801354,50
1,12,null,null,null,101003459,null,101003459,602532,50
1,12,null,null,null,101003414,null,101003414,958416,50
1,12,null,null,null,101003403,null,101003403,1029750,50
1,12,null,null,null,101003393,null,101003393,1344480,50
1,12,null,null,null,101003437,null,101003437,0,50
1,12,null,null,null,101003389,null,101003389,1095318,50
1,12,null,null,null,101003471,null,101003471,707556,50
1,12,null,null,null,101003392,null,101003392,656544,50
1,12,null,null,null,101003411,null,101003411,852600,50
1,12,null,null,null,101003457,null,101003457,1385520,50
1,12,null,null,null,101003337,null,101003337,853548,50
1,12,null,null,null,101003475,null,101003475,364320,50
1,12,null,null,null,101003472,null,101003472,1207506,50
1,12,null,null,null,101003476,null,101003476,636210,50
1,12,null,null,null,101003363,null,101003363,1111506,50
1,12,null,null,null,101003463,null,101003463,1066968,50
1,12,null,null,null,101003384,null,101003384,618018,50
1,12,null,null,null,101003399,null,101003399,386784,50
1,12,null,null,null,101003478,null,101003478,591354,50
1,12,null,null,null,101003441,null,101003441,749016,50
1,12,null,null,null,101003421,null,101003421,1315320,50
1,12,null,null,null,101003481,null,101003481,591354,50
1,12,null,null,null,101003364,null,101003364,1634688,50
1,12,null,null,null,101003410,null,101003410,643470,50
1,12,null,null,null,101003386,null,101003386,568368,50
1,12,null,null,null,101003480,null,101003480,530592,50
1,12,null,null,null,101003377,null,101003377,749472,50
1,12,null,null,null,101003438,null,101003438,566616,50
1,12,null,null,null,101003445,null,101003445,748776,50
1,12,null,null,null,101003443,null,101003443,946428,50
1,12,null,null,null,101003058,null,101003058,0,50
1,12,null,null,null,101003230,null,101003230,1014720,50
1,12,null,null,null,101003366,null,101003366,1783152,50
1,12,null,null,null,101003430,null,101003430,633336,50
1,12,null,null,null,101003383,null,101003383,749472,50
1,12,null,null,null,101003382,null,101003382,856560,50
1,12,null,null,null,101003416,null,101003416,701694,50
1,12,null,null,null,101003242,null,101003242,638790,50
1,12,null,null,null,101003452,null,101003452,0,50
1,12,null,null,null,101003147,null,101003147,951288,50
1,12,null,null,null,101003349,null,101003349,853062,50
1,12,null,null,null,101003257,null,101003257,6416592,50
1,12,null,null,null,101003519,null,101003519,1032264,50
1,12,null,null,null,101003245,null,101003245,2270640,50
1,12,null,null,null,101003334,null,101003334,2225376,50
1,12,null,null,null,101003376,null,101003376,591354,50
1,12,null,null,null,101003456,null,101003456,615384,50
1,12,null,null,null,101003453,null,101003453,1096154,50
1,12,null,null,null,101003311,null,101003311,859656,50
1,12,null,null,null,101003420,null,101003420,1485054,50
1,12,null,null,null,101003250,null,101003250,1154034,50
1,12,null,null,null,101003440,null,101003440,1315392,50
1,12,null,null,null,101003486,null,101003486,1941270,50
1,12,null,null,null,101001137,null,101001137,0,50
1,12,null,null,null,101001209,null,101001209,1203948,50
1,12,null,null,null,101002272,null,101002272,0,50
1,12,null,null,null,101001495,null,101001495,5391582,50
1,12,null,null,null,101000091,null,101000091,0,50
1,12,null,null,null,101002128,null,101002128,526224,50
1,12,null,null,null,101002757,null,101002757,312216,50
1,12,null,null,null,101002879,null,101002879,703902,50
1,12,null,null,null,101002439,null,101002439,0,50
1,12,null,null,null,101003066,null,101003066,1583292,50
1,12,null,null,null,101003057,null,101003057,3094602,50
1,12,null,null,null,101003196,null,101003196,912594,50
1,12,null,null,null,101003238,null,101003238,656040,50
1,12,null,null,null,101003408,null,101003408,498472,50
1,12,null,null,null,101003409,null,101003409,1589760,50
1,12,null,null,null,101003395,null,101003395,625176,50
1,12,null,null,null,101003374,null,101003374,572040,50
1,12,null,null,null,101003418,null,101003418,1390998,50
1,12,null,null,null,101002928,null,101002928,1899960,50
1,12,null,null,null,101003397,null,101003397,0,50
1,12,null,null,null,101003595,null,101003595,1308390,50
1,12,null,null,null,101003489,null,101003489,2784000,50
1,12,null,null,null,101003537,null,101003537,1083192,50
1,12,null,null,null,101003611,null,101003611,1464528,50
1,12,null,null,null,101003488,null,101003488,676968,50
1,12,null,null,null,101003600,null,101003600,605784,50
1,12,null,null,null,101003588,null,101003588,613626,50
1,12,null,null,null,101003500,null,101003500,854718,50
1,12,null,null,null,101003580,null,101003580,1172350,50
1,12,null,null,null,101003533,null,101003533,0,50
1,12,null,null,null,101003619,null,101003619,889104,50
1,12,null,null,null,101003597,null,101003597,839304,50
1,12,null,null,null,101003517,null,101003517,3198864,50
1,12,null,null,null,101003494,null,101003494,841800,50
1,12,null,null,null,101003618,null,101003618,0,50
1,12,null,null,null,101003504,null,101003504,1028064,50
1,12,null,null,null,101003596,null,101003596,1028544,50
1,12,null,null,null,101003620,null,101003620,1003278,50
1,12,null,null,null,101003515,null,101003515,1019910,50
1,12,null,null,null,101003598,null,101003598,0,50
1,12,null,null,null,101003574,null,101003574,1001688,50
1,12,null,null,null,101003487,null,101003487,954210,50
1,12,null,null,null,101003553,null,101003553,685632,50
